Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Death rate per 100 000 population
EU,Europe,ALB,Albania,2000,Female,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2001,Female,Age85_over,[85+],1,0.0694927,9.77421562
EU,Europe,ALB,Albania,2002,Female,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2003,All,Age80_84,[80-84],1,0.03568879,3.76931775
EU,Europe,ALB,Albania,2001,Male,Age70_74,[70-74],3,0.24057739,9.42359039
EU,Europe,ALB,Albania,2001,Female,Age60_64,[60-64],1,0.3021148,1.80472839
EU,Europe,ALB,Albania,2001,All,Age65_69,[65-69],3,0.21037868,3.42442298
EU,Europe,ALB,Albania,2001,Male,Age60_64,[60-64],1,0.12870013,1.72833958
EU,Europe,ALB,Albania,2003,Female,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2003,Female,Age75_79,[75-79],5,0.42158516,20.53641106
EU,Europe,ALB,Albania,2004,Female,Age60_64,[60-64],1,0.23364486,1.66552856
EU,Europe,ALB,Albania,2004,Female,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2005,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2005,Female,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2003,Male,Age60_64,[60-64],7,0.87173101,11.73689241
EU,Europe,ALB,Albania,2003,Male,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2007,Male,Age85_over,[85+],4,0.3606853,65.64910553
EU,Europe,ALB,Albania,2006,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2006,Female,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2007,Male,Age60_64,[60-64],4,0.72072072,7.08981017
EU,Europe,ALB,Albania,2007,Female,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2007,Female,Age85_over,[85+],1,0.05521811,7.99296619
EU,Europe,ALB,Albania,2008,All,Age80_84,[80-84],2,0.08136697,6.93553421
EU,Europe,ALB,Albania,2000,Female,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2000,All,Age60_64,[60-64],3,0.28063611,3.08641975
EU,Europe,ALB,Albania,2000,All,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2001,All,Age60_64,[60-64],2,0.18050542,1.76570818
EU,Europe,ALB,Albania,2003,All,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2002,Female,Age80_84,[80-84],1,0.08396306,6.71817266
EU,Europe,ALB,Albania,2005,Female,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2005,Female,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2006,All,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2005,Male,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2006,All,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2001,Male,Age65_69,[65-69],2,0.20855057,4.42262616
EU,Europe,ALB,Albania,2002,All,Age60_64,[60-64],4,0.35304501,3.52895508
EU,Europe,ALB,Albania,2002,All,Age85_over,[85+],1,0.03742515,7.14438808
EU,Europe,ALB,Albania,2003,Female,Age80_84,[80-84],1,0.06958942,6.32391071
EU,Europe,ALB,Albania,2006,Female,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2006,Female,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2006,Male,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2005,All,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2007,All,Age85_over,[85+],5,0.17123288,26.87594066
EU,Europe,ALB,Albania,2007,Female,Age80_84,[80-84],2,0.16949153,12.30920729
EU,Europe,ALB,Albania,2008,All,Age75_79,[75-79],4,0.15485869,7.15793994
EU,Europe,ALB,Albania,2008,All,Age85_over,[85+],1,0.02962085,5.20183104
EU,Europe,ALB,Albania,2001,All,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2001,All,Age85_over,[85+],1,0.04314064,6.70465974
EU,Europe,ALB,Albania,2001,All,Age70_74,[70-74],6,0.29354207,9.16604287
EU,Europe,ALB,Albania,2001,All,Age75_79,[75-79],2,0.09886307,5.10738272
EU,Europe,ALB,Albania,2001,Male,Age75_79,[75-79],1,0.09416196,5.97978832
EU,Europe,ALB,Albania,2001,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2001,Male,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2002,All,Age75_79,[75-79],2,0.08722198,5.04032258
EU,Europe,ALB,Albania,2002,All,Age80_84,[80-84],2,0.08378718,8.08505478
EU,Europe,ALB,Albania,2003,All,Age60_64,[60-64],11,0.90909091,9.258402
EU,Europe,ALB,Albania,2003,All,Age65_69,[65-69],4,0.22727273,4.23760236
EU,Europe,ALB,Albania,2003,All,Age70_74,[70-74],2,0.08333333,2.93970662
EU,Europe,ALB,Albania,2003,All,Age75_79,[75-79],6,0.24028835,14.30410528
EU,Europe,ALB,Albania,2002,All,Age65_69,[65-69],4,0.24585126,4.39164709
EU,Europe,ALB,Albania,2002,All,Age70_74,[70-74],1,0.04800768,1.49338431
EU,Europe,ALB,Albania,2002,Male,Age75_79,[75-79],2,0.16207455,11.97318008
EU,Europe,ALB,Albania,2005,All,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2005,Male,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2005,Male,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2005,Male,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2005,Male,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2005,Female,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2005,Female,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2005,Female,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2007,All,Age60_64,[60-64],9,1.13636364,8.11534612
EU,Europe,ALB,Albania,2007,All,Age65_69,[65-69],1,0.0761035,0.92854821
EU,Europe,ALB,Albania,2007,All,Age70_74,[70-74],4,0.20470829,4.87394753
EU,Europe,ALB,Albania,2007,All,Age75_79,[75-79],3,0.12809564,5.53495323
EU,Europe,ALB,Albania,2007,All,Age80_84,[80-84],3,0.14051522,11.1255331
EU,Europe,ALB,Albania,2007,Male,Age65_69,[65-69],1,0.11560694,1.87052244
EU,Europe,ALB,Albania,2007,Male,Age70_74,[70-74],3,0.24271845,7.24847782
EU,Europe,ALB,Albania,2007,Male,Age75_79,[75-79],3,0.22288262,11.73892628
EU,Europe,ALB,Albania,2007,Male,Age80_84,[80-84],1,0.10471204,9.33096949
EU,Europe,ALB,Albania,2008,All,Age60_64,[60-64],5,0.5988024,4.51141388
EU,Europe,ALB,Albania,2008,All,Age65_69,[65-69],4,0.27063599,3.58545024
EU,Europe,ALB,Albania,2008,All,Age70_74,[70-74],5,0.23551578,5.86338317
EU,Europe,ALB,Albania,2008,Male,Age60_64,[60-64],2,0.33726813,3.54371168
EU,Europe,ALB,Albania,2008,Male,Age65_69,[65-69],3,0.30769231,5.46080055
EU,Europe,ALB,Albania,2008,Male,Age70_74,[70-74],5,0.37009623,11.60873906
EU,Europe,ALB,Albania,2008,Male,Age75_79,[75-79],2,0.13550136,7.56544107
EU,Europe,ALB,Albania,2009,All,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2009,All,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2009,Female,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2009,Female,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2009,Female,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2009,Female,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2000,Female,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2000,Female,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2000,Female,Age80_84,[80-84],2,0.20242915,15.50387597
EU,Europe,ALB,Albania,2000,Female,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2002,Female,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2002,Female,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2000,All,Age65_69,[65-69],3,0.20422056,4.12654746
EU,Europe,ALB,Albania,2002,Female,Age60_64,[60-64],2,0.52356021,3.58223926
EU,Europe,ALB,Albania,2002,Female,Age65_69,[65-69],1,0.18018018,2.2701991
EU,Europe,ALB,Albania,2000,All,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2000,All,Age75_79,[75-79],1,0.04770992,3.07692308
EU,Europe,ALB,Albania,2000,All,Age80_84,[80-84],2,0.09925558,9.52380952
EU,Europe,ALB,Albania,2004,Female,Age70_74,[70-74],2,0.21052632,5.40233921
EU,Europe,ALB,Albania,2004,Female,Age75_79,[75-79],1,0.08726003,3.87732155
EU,Europe,ALB,Albania,2004,Female,Age80_84,[80-84],2,0.13227513,12.04601578
EU,Europe,ALB,Albania,2006,All,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2006,All,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2006,All,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2006,All,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2006,Male,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2006,Male,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2006,Male,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2006,Female,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2006,Female,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2006,Female,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2007,Female,Age60_64,[60-64],5,2.10970464,9.17734298
EU,Europe,ALB,Albania,2007,Female,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2007,Female,Age70_74,[70-74],1,0.13927577,2.45815
EU,Europe,ALB,Albania,2008,Female,Age60_64,[60-64],3,1.23966942,5.51551699
EU,Europe,ALB,Albania,2008,Female,Age65_69,[65-69],1,0.19880716,1.76600442
EU,Europe,ALB,Albania,2009,Male,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2009,Male,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2009,Male,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2009,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2010,All,Age60_64,[60-64],5,0.77160494,4.04779638
EU,Europe,ALB,Albania,2010,All,Age65_69,[65-69],5,0.51177073,4.54140856
EU,Europe,ALB,Albania,2010,All,Age70_74,[70-74],5,0.31908105,5.44211764
EU,Europe,ALB,Albania,2010,All,Age75_79,[75-79],3,0.15789474,4.90252153
EU,Europe,ALB,Albania,2010,Male,Age65_69,[65-69],2,0.31545741,3.64464692
EU,Europe,ALB,Albania,2010,Male,Age70_74,[70-74],5,0.52631579,10.97357563
EU,Europe,ALB,Albania,2010,Male,Age75_79,[75-79],2,0.18416206,6.80457267
EU,Europe,ALB,Albania,2010,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2003,Female,Age60_64,[60-64],4,0.98280098,6.76018252
EU,Europe,ALB,Albania,2003,Female,Age65_69,[65-69],3,0.51724138,6.5667068
EU,Europe,ALB,Albania,2001,Female,Age65_69,[65-69],1,0.21413276,2.3593809
EU,Europe,ALB,Albania,2001,Female,Age70_74,[70-74],3,0.37641154,8.92219843
EU,Europe,ALB,Albania,2010,Female,Age80_84,[80-84],1,0.10298661,5.35188654
EU,Europe,ALB,Albania,2002,Male,Age60_64,[60-64],2,0.26631158,3.47723282
EU,Europe,ALB,Albania,2008,Male,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2009,All,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2009,All,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2009,Male,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2009,Male,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2009,Female,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2010,All,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2000,Male,Age60_64,[60-64],3,0.40106952,5.83657588
EU,Europe,ALB,Albania,2008,Female,Age75_79,[75-79],2,0.18066847,6.792094
EU,Europe,ALB,Albania,2008,Female,Age85_over,[85+],1,0.04770992,7.8320802
EU,Europe,ALB,Albania,2004,Male,Age60_64,[60-64],3,0.36585366,5.01102425
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Male,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Male,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Female,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Female,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,All,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,All,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2001,Female,Age75_79,[75-79],1,0.10405827,4.45712248
EU,Europe,ALB,Albania,2003,Female,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2001,Female,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2004,Female,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2000,Male,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2000,Male,Age75_79,[75-79],1,0.08605852,7.1942446
EU,Europe,ALB,Albania,2000,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2000,Male,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2004,All,Age75_79,[75-79],4,0.15337423,8.72562279
EU,Europe,ALB,Albania,2004,All,Age80_84,[80-84],2,0.07225434,7.24926601
EU,Europe,ALB,Albania,2004,All,Age65_69,[65-69],1,0.05813953,1.01488841
EU,Europe,ALB,Albania,2004,All,Age70_74,[70-74],4,0.16474465,5.56878141
EU,Europe,ALB,Albania,2004,Male,Age65_69,[65-69],1,0.08635579,1.98149286
EU,Europe,ALB,Albania,2004,Male,Age70_74,[70-74],2,0.135318,5.74580556
EU,Europe,ALB,Albania,2004,Male,Age75_79,[75-79],3,0.20519836,14.96184729
EU,Europe,ALB,Albania,2004,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2004,Male,Age85_over,[85+],1,0.08718396,22.27667632
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Male,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Female,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Female,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,All,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,All,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2006,Male,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2005,All,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2010,Male,Age60_64,[60-64],3,0.6772009,4.8144047
EU,Europe,ALB,Albania,2010,Male,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2008,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2008,Female,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2008,Female,Age80_84,[80-84],2,0.15612802,11.65840863
EU,Europe,ALB,Albania,2009,All,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2009,All,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2010,All,Age80_84,[80-84],1,0.05099439,3.01077859
EU,Europe,ALB,Albania,2009,Female,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2010,Female,Age85_over,[85+],0,0,0
EU,Europe,ALB,Albania,2000,Male,Age65_69,[65-69],3,0.29673591,8.45070423
EU,Europe,ALB,Albania,2002,Male,Age65_69,[65-69],3,0.27985075,6.3785002
EU,Europe,ALB,Albania,2010,Female,Age75_79,[75-79],1,0.12285012,3.1445552
EU,Europe,ALB,Albania,2004,All,Age60_64,[60-64],4,0.32051282,3.33586303
EU,Europe,ALB,Albania,2004,All,Age85_over,[85+],1,0.03357958,7.6540375
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Female,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,All,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,All,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Male,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Male,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Male,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Male,Age60_64,[60-64],1,5.26315789,98.61932939
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Male,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Male,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Female,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Female,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Male,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,All,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,All,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,All,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,All,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Male,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,All,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,All,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,All,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,All,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,Male,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,Male,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,All,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,All,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,All,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Male,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Male,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Male,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Male,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Female,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Male,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2008,Female,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2008,Female,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Male,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Male,Age70_74,[70-74],1,5.55555556,164.7446458
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,All,Age60_64,[60-64],0,0,0
EU,Europe,ALB,Albania,2002,Male,Age80_84,[80-84],1,0.08361204,10.15022331
EU,Europe,ALB,Albania,2002,Male,Age70_74,[70-74],1,0.0785546,3.07087581
EU,Europe,ALB,Albania,2002,Male,Age85_over,[85+],1,0.10298661,22.46686138
EU,Europe,ALB,Albania,2003,Male,Age65_69,[65-69],1,0.08474576,2.05305083
EU,Europe,ALB,Albania,2003,Male,Age70_74,[70-74],2,0.13175231,6.03919437
EU,Europe,ALB,Albania,2003,Male,Age75_79,[75-79],1,0.07627765,5.68214103
EU,Europe,ALB,Albania,2003,Male,Age80_84,[80-84],0,0,0
EU,Europe,ALB,Albania,2005,All,Age65_69,[65-69],0,0,0
EU,Europe,ALB,Albania,2005,All,Age70_74,[70-74],0,0,0
EU,Europe,ALB,Albania,2005,All,Age75_79,[75-79],0,0,0
EU,Europe,ALB,Albania,2010,Female,Age60_64,[60-64],2,0.97560976,3.26738658
EU,Europe,ALB,Albania,2010,Female,Age65_69,[65-69],3,0.87463557,5.43251906
EU,Europe,ALB,Albania,2010,Female,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,All,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,All,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Male,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Male,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,All,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Male,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Male,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,All,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Male,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Male,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Male,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Male,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,All,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,All,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Female,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Female,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,All,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,All,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Male,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Female,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Female,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,All,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,All,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,Male,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2008,Male,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2008,Male,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2009,All,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2009,All,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,All,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2014,Female,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2014,Female,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2009,Female,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2012,All,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Female,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,All,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,All,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Male,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age60_64,[60-64],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,All,Age60_64,[60-64],1,2.7027027,45.43389369
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Male,Age80_84,[80-84],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,All,Age70_74,[70-74],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,All,Age75_79,[75-79],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,All,Age65_69,[65-69],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Male,Age85_over,[85+],0,0,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Female,Age70_74,[70-74],0,0,0
